병/의원명,전화번호,주 소 지 정보,위도,경도
드림메디의원,031-353-7496,"경기도 화성시 향남읍 상신하길로298번길 7-1, 3층 305호",37.1150204926,126.9102816050
드림모아의원,031-222-7589,"경기도 화성시 봉담읍 효행로 278, (이마트) ",37.2225420111,126.9721964415
드림산부인과의원,031-591-9889,"경기도 남양주시 화도읍 비룡로 30, (하나클리닉)  2층 ",37.6549433329,127.3012714582
드림성모이비인후과의원,032-343-9724,"경기도 부천시 범안로 117, (범박동, 현대리치모어) 412호",37.4712171914,126.8095872598
드림소아청소년과의원,031-215-5275,"경기도 수원시 팔달구 중부대로 245, (우만동,용신빌딩3층) ",37.2753962044,127.0428699535
드림소아청소년과의원,031-401-9975,"경기도 안산시 단원구 원포공원1로 46, (초지동, 이마트) 1층",37.3031149487,126.8129201875
드림아이산부인과의원,031-523-3333,"경기도 남양주시 진접읍 해밀예당1로 79,   1-5층",37.7158082805,127.1888440538
드림연합소아청소년과의원,031-399-7588,"경기도 군포시 산본로323번길 15, (산본동) 동산상가 401호",37.3586377701,126.9322485291
드림의원,031-341-1033,"경기도 안양시 만안구 덕천로 117, (안양동, 삼성프라자) 301호",37.3917063375,126.9339251021
드림이비인후과의원,031-378-0989,"경기도 화성시 동탄순환대로20길 118, (목동) 우성스타파크 B동 304,305호",37.1830112150,127.1248249044
드림이비인후과의원,031-923-2277,"경기도 고양시 일산서구 가좌1로 57, (가좌동) 201호",37.6871607896,126.7186678656
드림이비인후과의원,031-985-9831,"경기도 김포시 김포대로 709, (풍무동) 퍼스트블루 503~4호",37.6122466597,126.7318476902
드림키즈소아청소년과의원,031-571-1365,"경기도 구리시 갈매중앙로 83, (갈매동, 아름터프라자) 403~404호",37.6320616953,127.1172501340
드림키즈소아청소년과의원,031-638-4090,"경기도 이천시 중리천로 76, (중리동, 라온펠리스) 3층",37.2784472664,127.4457377097
든든한내과의원,031-986-7572,"경기도 김포시 김포한강8로 386, (구래동)  김포센트럴프라자2 4-5층 401-402,405,501-504호 ",37.6434873988,126.6261840093
든든한병원,031-930-6800,"경기도 고양시 일산서구 하이파크2로 60, (덕이동) 든든한빌딩3~11층",37.6990954551,126.7559165265
등마루신경외과의원,031-718-2211,"경기도 성남시 수정구 수정로 208, (신흥동) 메드위즈 9층",37.4439538202,127.1428166274
디딤병원,032-666-0777,"경기도 부천시 부천로29번길 7, (심곡동) 부천메디컬프라자 5~10층",37.4868906594,126.7829798449
디온여성의원,031-304-0060,"경기도 화성시 동탄오산로 82, (오산동, 동탄역퍼스트프라자)  10층 ",37.1981484623,127.0971081674
라라봄소아청소년과의원,031-568-7870,"경기도 남양주시 다산지금로 142, (다산동)  대길프라자 2층 203호 ",37.6002914650,127.1734709214
라라소아청소년과의원,031-723-0055,"경기도 성남시 수정구 위례동로 141, (창곡동) 5층 504호",37.4726678512,127.1501197894
라마즈산부인과의원,031-618-9792,"경기도 평택시 중앙로 106, (합정동) ",36.9931909342,127.0946534038
라온소아청소년과의원,070-7733-5056,"경기도 시흥시 배곧4로 103, (정왕동) 대경프라자 5층 503호",37.3738595210,126.7345763571
라온외과의원,031-946-9119,"경기도 파주시 금정28길 35, (금촌동) 라온외과의원",37.7644009015,126.7739387837
라온힐요양병원,031-709-9119,"경기도 성남시 중원구 양현로405번길 13, (여수동) 지하3층.2~10층",37.4182635900,127.1268717451
라이온소아청소년과의원,031-987-7973,"경기도 김포시 태장로 808, (장기동, 송호프라자) 4층 403호",37.6375854410,126.6778389646
라이프요양병원,031-795-4900,"경기도 하남시 미사강변대로 42, (풍산동) DK골드타워 3~7층",37.5540954850,127.1859509100
라임의원,031-741-4777,"경기도 성남시 중원구 산성대로 522, (은행동) 2층",37.4572968074,127.1640692561
라파가정의학과의원,031-879-2500,"경기도 의정부시 비우로 110, (녹양동) 2층",37.7582615531,127.0391941683
라파엘소아청소년과의원,031-268-8975,"경기도 수원시 장안구 대평로 86, (정자동) 403호",37.2959921536,126.9932829531
라파이비인후과의원,031-296-4433,"경기도 수원시 권선구 금호로 231, (구운동, 해주빌딩) 3층",37.2756633064,126.9752238454
라파이비인후과의원,031-386-0066,"경기도 안양시 동안구 달안로 61, (비산동, 한양스포츠센타) 214호",37.3965143403,126.9489631169
라파이비인후과의원,031-707-8184,"경기도 성남시 분당구 분당로263번길 35, (서현동, 서현굿모닝프라자) ",37.3717452354,127.1397860821
라파이비인후과의원,031-862-9905,"경기도 양주시 평화로 1420, (덕계동) ",37.8176935602,127.0462593450
라현한방병원,031-274-7572,"경기도 용인시 기흥구 동백죽전대로 444, (중동)  쥬네브,5003~5006호 5층 ",37.2779959612,127.1515984407
레이크봄봄이비인후과의원,031-372-5975,"경기도 화성시 동탄대로 181, (송동, 동탄린스트라우스더레이크) 301~303호,307~309일부호",37.1720762292,127.1040780013
레이킨소아청소년과의원,031-921-5275,"경기도 고양시 일산서구 호수로 817, (대화동) 2층 250, 251호",37.6679936481,126.7516306551
레인보우소아청소년과의원,031-278-5667,"경기도 수원시 권선구 매곡로 88, (금곡동, 민경빌딩) 2층",37.2716355685,126.9557624136
로뎀나무내과의원,031-654-1905,"경기도 평택시 중앙로 82-1, (합정동) 2층",36.9937332896,127.0921420282
로앤산부인과의원,031-258-0002,"경기도 수원시 팔달구 덕영대로 925, (매산로1가,3층)  ",37.2660887245,127.0014180297
로앤산부인과의원,031-414-8833,"경기도 안산시 단원구 고잔1길 33, (고잔동, 봉산빌딩)  2층 ",37.3184619621,126.8372237619
로앤산부인과의원,031-856-2288,"경기도 의정부시 시민로 117, (의정부동, 나이키빌딩)  13,14층 ",37.7387174915,127.0483903598
로얄의원,031-746-8800,"경기도 성남시 수정구 산성대로 439, (단대동)  영인빌딩 3층 301호 ",37.4512468605,127.1592687937
로젠요양병원,031-857-9933,"경기도 동두천시 삼육사로 1012, (생연동) ",37.8992232824,127.0627170171
로체스터재활병원,031-879-7575,"경기도 의정부시 평화로 252, (호원동, 미소프라자) 2,4,5,6층",37.7142707914,127.0477596365
로타리내과정형외과의원,031-941-0520,"경기도 파주시 시청로 2, (금촌동) 2층",37.7578448920,126.7742406214
로하스광명요양병원,02-2619-0075,"경기도 광명시 디지털로 25, (철산동, 청덕빌딩) ",37.4740860496,126.8701981971
로하스요양병원,031-867-8275,"경기도 동두천시 평화로2169번길 24, (송내동) 로하스요양병원",37.8815649188,127.0533965144
로하스의원,031-923-2256,"경기도 고양시 일산서구 탄현로 136, (탄현동, 일산에듀포레푸르지오)  2층 206호 ",37.7037414947,126.7665005084
로하스일산요양병원,031-976-2200,"경기도 고양시 일산서구 일중로 59, (일산동, 일산마샬빌딩 4,5,6,7,8층) ",37.6849925314,126.7751946640
로하스한울의원,031-797-9114,경기도 광주시 퇴촌면 천진암로 968-6 ,37.4371871661,127.3562677781
롯데정내과의원,031-426-3486,"경기도 의왕시 계원대학로 2, (내손동, 롯데메디칼프라자) 402호",37.3797759851,126.9716318786
루비산부인과의원,031-704-3933,"경기도 성남시 분당구 황새울로342번길 23, (서현동, 기영프라자)  4층 402호 ",37.3868993063,127.1246146890
루시나산부인과의원,031-543-3070,경기도 포천시 소흘읍 솔모루로 106  ,37.8304387229,127.1488691899
루카스건강검진센터루카스내과의원,031-1833-5113,"경기도 안산시 단원구 광덕2로 164, (고잔동) 164-4, 4층",37.3096515465,126.8283461497
류동균내과의원,031-468-7786,"경기도 안양시 만안구 장내로 86, (안양동) ",37.3950489330,126.9183223440
류이비인후과의원,031-453-0505,"경기도 의왕시 경수대로 237, (고천동) ",37.3477958758,126.9737522700
류재춘내과의원,031-819-9000,"경기도 고양시 일산서구 중앙로 1559, (대화동, 2222-3번지 씨티타워402, 403, 404호 ) ",37.6754180076,126.7482044641
리나산부인과의원,031-706-7582,"경기도 성남시 분당구 성남대로926번길 6, (야탑동)  야탑 대덕프라자 4층 402호 ",37.4121837084,127.1298492134
리다이비인후과의원,02-381-2588,"경기도 고양시 덕양구 권율대로 885, (신원동, 태웅PLAZA)  3층 305호 ",37.6632766143,126.8890856144
리더스의원,031-996-7582,"경기도 김포시 중봉로 15, (감정동) 1층 101호",37.6236975116,126.6969500596
리본산부인과의원,031-898-3550,"경기도 용인시 수지구 현암로 127, (죽전동, 신원빌딩)  301호 ",37.3319738408,127.1235249613
리본여성의원,031-613-0655,"경기도 화성시 동탄반석로 124, (반송동, 센타프라자)  703호 ",37.2000072453,127.0715310164
리앤김소아청소년과의원,031-366-1003,"경기도 화성시 향남읍 상신하길로298번길 7-21, (kt시네마) 1동 5층 511,512호",37.1151617025,126.9124689490
리앤양의원,031-938-7522,"경기도 고양시 덕양구 백양로 51, (화정동, 네이버타운)  404동 1호 ",37.6303059255,126.8332482679
리앤홍이비인후과의원,031-714-1077,"경기도 성남시 분당구 성남대로331번길 7, (정자동, 정자스타빌딩) 401호 402-1일부호",37.3654616232,127.1072041740
리체가정의학과의원,031-711-1884,"경기도 성남시 분당구 정자일로 121, (정자동, 분당더샵스타파크상가동) 2층 G-18호",37.3613376767,127.1055431310
리체내과신경과의원,031-710-9510,"경기도 성남시 분당구 성남대로 385, (정자동, 분당클리닉) 402호",37.3705613306,127.1075118438
린병원,031-8005-1300,"경기도 용인시 수지구 포은대로59번길 15, (상현동, 광교복합의료센터) ",37.3006563441,127.0661905156
린사랑의원,031-924-2900,"경기도 고양시 일산서구 대화1로 76, (대화동, 연세프라자) 203호",37.6711481026,126.7350863300
마디선재활의학과의원,02-6959-8299,"경기도 광명시 신기로 21, (일직동) GS steel Tower 301~305호",37.4201707739,126.8837294747
마디성모정형외과의원,032-715-8383,"경기도 부천시 삼작로 391, (원종동) ",37.5200105020,126.8052153553
마디편한의원,031-414-7133,"경기도 안산시 단원구 와동공원로 145, (와동) 2,3층",37.3445257135,126.8212973820
마리나산부인과의원,031-636-0552,"경기도 이천시 경충대로 2564, (중리동) ",37.2752179706,127.4482417107
마리본산부인과의원,031-551-2700,"경기도 구리시 건원대로 39-1, (인창동) 마리본산부인과(3층제외)",37.6045640625,127.1396337340
마상인내과의원,031-841-0338,"경기도 남양주시 별내면 청학로68번길 3, (금강프라자) 303호",37.7076795193,127.1191835191
마석기독의원,031-591-3100,"경기도 남양주시 화도읍 마석중앙로 54-1, 마석기독의원",37.6522377429,127.3055254269
마석서울의원,031-594-0029,"경기도 남양주시 화도읍 경춘로 1896-8, (오월프라자) 2층",37.6520449710,127.2984005870
마석아산내과의원,031-594-0039,"경기도 남양주시 화도읍 경춘로 1896-8, (오월프라자 가동)  2층 ",37.6520449710,127.2984005870
마석엘리트의원,031-593-8851,경기도 남양주시 화도읍 맷돌로 93 ,37.6582918467,127.3007318302
마성호내과의원,031-416-5537,"경기도 안산시 상록구 고목로3길 25, (본오동) 2층",37.2850240482,126.8594897146
마음담은내과의원,031-8015-3700,"경기도 화성시 동탄지성로 134, (능동, 한솔프라자 403호) ",37.2096117778,127.0609702455
마음속내과 의원,031-757-3800,"경기도 성남시 중원구 성남대로1130번길 3, (성남동) 4층",37.4307282350,127.1297997763
마음속내과의원,031-392-3905,"경기도 군포시 산본로323번길 16-15, (산본동, 광림빌딩) 502,503,505,506호",37.3594202890,126.9315816178
마음속내과의원,031-502-7766,"경기도 안산시 상록구 용신로 382, (본오동, 상경빌딩) 2층",37.3014117472,126.8643541588
마음속내과의원,031-506-7582,"경기도 시흥시 정왕대로 230, (정왕동) 제일프라자 202-1,203,204,305호",37.3449670887,126.7385084328
마음속내과의원,031-8027-2137,"경기도 하남시 미사강변동로 73, (망월동, 미사강변노블레스)  614호~620호 ",37.5615447742,127.1930035968
마이더스산부인과의원,031-377-7377,"경기도 화성시 동탄대로 537, (오산동)  라스플로레스빌딩 A동 1118,1119,1120,1080,1081,1082호 ",37.2022219858,127.0979236324
마트소아청소년과의원,031-211-7559,"경기도 용인시 기흥구 흥덕중앙로 60, (영덕동, 이마트) 흥덕이마트 1층",37.2757524827,127.0733315820
마트의원,031-657-8279,"경기도 안성시 공도읍 서동대로 4478, (롯데마트) 2층",37.0078747700,127.1995172238
마학기가정의학과의원,032-652-8275,"경기도 부천시 장말로 290, (심곡동) 2층",37.4912912682,126.7739963208
만인마취통증의학과의원,031-502-0644,"경기도 안산시 상록구 샘골로 153, (본오동)  201-1호 ",37.2975876739,126.8628805997
맑은내과의원,032-672-8233,"경기도 부천시 도약로 177, (약대동, 두산위브트레지움상가동) 103,105,106호",37.5107229696,126.7690665144
맑은샘내과의원,031-8009-0007,"경기도 수원시 권선구 곡선로49번길 2, (곡반정동, 하이디프라자) 3층",37.2390327443,127.0302247446
맑은샘서울내과의원,031-719-7749,"경기도 성남시 분당구 백현로101번길 23, (수내동, 미도프라자) 402호",37.3779427903,127.1131217287
맑은샘이비인후과의원,02-353-1475,"경기도 고양시 덕양구 동세로 88, (삼송동, 오케이세솔프라자) 301호",37.6502112882,126.8837413036
맑은샘이비인후과의원,031-392-5300,"경기도 군포시 고산로 256, (당동, 금강프라자) 204호",37.3465712847,126.9443363107
